session_id,target
1,2.050001522599988e-05
2,7.527080404347767e-08
3,1.907201184556966e-08
4,7.351098295892103e-09
5,3.2125158280420086e-06
6,7.725936914758285e-06
7,2.2046892913606756e-06
8,0.00012498323087033867
9,2.9061422481613513e-06
10,0.000351141823350592
11,5.267190914538894e-05
12,1.6094472214770503e-06
13,2.0888620747072966e-05
14,0.019119549904171976
15,3.1034434482861725e-05
16,6.821838372590235e-05
17,0.00022851951371472565
18,7.392555699771104e-07
19,6.082616699803938e-05
20,1.0900806170806018e-06
21,0.0032551918711899263
22,2.5063623040056258e-09
23,3.584375303185585e-06
24,1.0392900341080618e-05
25,3.739096619515219e-05
26,1.5217824599416658e-07
27,1.1148406390795067e-05
28,1.4843465437339722e-08
29,0.001117569354864805
30,0.0007518341231383249
31,0.016532082248884573
32,0.013473026057756186
33,1.0209596827160897e-05
34,6.286007381248642e-07
35,0.0008163777163468861
36,2.9830901957313856e-07
37,1.3639059494143956e-10
38,1.5573967346360492e-07
39,0.00019524627111819896
40,2.1963031126829115e-07
41,0.000552442291065755
42,5.774822613836307e-05
43,2.0871307415399798e-05
44,4.984365614361592e-09
45,0.6403123847529804
46,9.058818960666505e-05
47,5.6818144435959765e-05
48,1.265331595085948e-07
49,3.63996578964209e-05
50,3.4795460221175006e-06
51,1.0016621039689523e-08
52,8.526171544868108e-07
53,0.0008525207217111151
54,1.1085059121631166e-06
55,0.0010009079566579867
56,6.516206411369903e-06
57,5.667575746689394e-09
58,4.876765888379763e-07
59,5.267285245114229e-07
60,1.6104757351002038e-09
61,8.322332988375772e-06
62,9.868721235314475e-05
63,2.403147377053487e-08
64,0.0004253353496501949
65,1.3901170621135275e-05
66,6.3043432509824e-07
67,0.0005710468778727515
68,0.0009708529369474653
69,9.48469194843198e-05
70,2.1659502679946456e-06
71,0.002047094521129703
72,2.7422941276723184e-05
73,0.001133968557580009
74,9.559478250449736e-07
75,6.971921541486358e-07
76,2.1042485981050456e-06
77,0.00016235234382073452
78,0.00030484253371040616
79,1.7168532617543193e-08
80,1.8932281294798687e-06
81,1.6417289370548413e-06
82,6.9120353845146366e-06
83,1.0992343170470839e-08
84,0.9471598692547074
85,2.9538962050409972e-05
86,8.881576823642348e-06
87,0.0006727145365557909
88,2.3255471224360577e-06
89,3.468080690219273e-05
90,0.018965228764079363
91,1.7838209147051425e-06
92,8.641413626802949e-08
93,0.03349745920138098
94,5.0724295440574715e-06
95,1.3166291757130835e-05
96,2.9707367250870144e-07
97,0.0003785107954856682
98,3.009711252534295e-06
99,4.425290553615534e-08
100,0.00015607191010082394
101,1.058930443310051e-06
102,6.571689673810554e-05
103,2.0233130238057678e-05
104,0.00019935495377716258
105,5.796827780858183e-06
106,2.9051966842726275e-05
107,2.87623298062804e-05
108,6.361786545148358e-06
109,8.004930528615137e-07
110,6.647885924309333e-07
111,2.3749992878519836e-06
112,1.25530354942144e-08
113,7.63698393210193e-05
114,1.2770590475546671e-07
115,2.2215410112439775e-08
116,2.723951638385099e-09
117,2.9148405532442377e-05
118,5.879586125037505e-06
119,1.0087765973525477e-06
120,0.0002065806323916244
121,8.100825017607597e-07
122,2.4555124230434302e-06
123,2.9939897768812012e-05
124,0.00015889137820360015
125,0.009297928973499443
126,1.5679943665137005e-07
127,8.534253065080714e-10
128,4.8572959487933355e-06
129,1.568373161323287e-06
130,0.0006576842913929993
131,0.00029014860882692946
132,0.0002519101492513299
133,0.006105115950521094
134,5.468116902170277e-06
135,8.35881166020908e-08
136,7.350727305026853e-05
137,1.097502901181269e-05
138,0.00022340637286694394
139,1.0717632878085656e-06
140,9.902947339744219e-06
141,2.4712410748096718e-08
142,0.00014736554322096753
143,1.3841162380693002e-05
144,0.000544746998760484
145,3.759575983070267e-08
146,0.00010519541438812855
147,1.0284020597253832e-05
148,0.009938541500194237
149,3.5608949719270744e-05
150,0.00319364879560976
151,6.842976008344466e-08
152,0.0021403274357361403
153,3.856113924399315e-05
154,0.00039538908941636136
155,8.630567367898919e-05
156,2.3988274506740934e-06
157,1.8657547252176589e-06
158,0.0006246863675793548
159,2.0384594279213604e-06
160,1.2577123366090342e-06
161,0.007520811405730357
162,1.892227933205611e-05
163,2.9414769660814516e-05
164,3.6085833706523167e-06
165,1.588015287317728e-10
166,1.2080080776402092e-05
167,0.003211433971431447
168,3.635323684036475e-05
169,8.398598069665572e-06
170,7.125774143988971e-05
171,3.0999044274673265e-06
172,0.00013448301083462713
173,0.000248806995173166
174,3.662497628091332e-07
175,0.524138565109803
176,0.009716231694410188
177,0.0015347929215393406
178,1.214797433173761e-05
179,6.971002847394929e-07
180,8.064841945173144e-05
181,3.156537588079157e-06
182,6.6241563995220145e-06
183,3.205784712869388e-06
184,6.14269878341516e-07
185,7.223231778645748e-05
186,3.871793243768457e-05
187,7.394431555653747e-09
188,2.5835541309348234e-07
189,0.0001460845089403734
190,8.829977059348216e-05
191,2.635052008627807e-06
192,2.316026693058314e-06
193,0.01033567516025667
194,6.0465390429481617e-05
195,3.8762994547744104e-06
196,2.773496904658924e-07
197,0.0001284563503019621
198,0.0001701113609219339
199,0.00010495137977976728
200,1.7189323076729746e-06
201,2.3579888642159095e-06
202,0.001467171312587194
203,4.695283704030629e-07
204,2.3107134782908115e-05
205,0.000553980164741206
206,5.7518888210915866e-11
207,2.557741812925098e-05
208,0.0023547407731907503
209,3.6713548214574094e-08
210,0.00027971959645555915
211,4.838839750882745e-05
212,0.0014250738857161662
213,3.4259413891021025e-07
214,0.002777429804445618
215,0.0013686409956045803
216,0.000579055333045106
217,0.021634140529482614
218,0.00026694068155684494
219,0.00456523679651568
220,5.3943450751423696e-05
221,7.931925157102768e-06
222,1.092098587122952e-06
223,0.006546298288939135
224,0.00040892010311300995
225,0.008629196318786773
226,0.002622414747010383
227,0.019760793615926357
228,3.608784467370892e-06
229,1.3038972280101545e-06
230,0.010741522522307511
231,7.780445506428952e-08
232,6.371376124643788e-07
233,1.6849148884294357e-06
234,0.0002462520472172656
235,1.0643787228868452e-06
236,4.336611774503034e-05
237,2.2511531924821276e-05
238,1.6006319117544815e-06
239,0.00020307187720474887
240,4.735155696572971e-06
241,1.797057683389254e-05
242,1.494899971911133e-08
243,8.727550203708648e-11
244,2.5342136186230317e-07
245,4.715190931924108e-06
246,5.349195163468878e-07
247,0.005624296103199916
248,0.0001553958826767871
249,2.0023317042753407e-08
250,3.017622655450238e-05
251,0.0037732846550055767
252,3.645080752716987e-07
253,2.2241146483628416e-06
254,9.091273721139592e-05
255,2.826042203737299e-06
256,8.443351112951273e-13
257,7.5253228025016325e-06
258,0.0006863069840620952
259,0.0015314301418952166
260,7.763138138198554e-06
261,4.989795323709479e-06
262,0.00047565225839986896
263,2.6973370231588828e-06
264,0.0009822087406803934
265,0.00013841180525167292
266,8.252613472086567e-08
267,3.3685588257645574e-13
268,3.137494575874735e-05
269,6.117573186739244e-05
270,0.00018343507794651726
271,1.3916699681788493e-07
272,7.375371197943505e-07
273,2.4163557238448214e-07
274,0.002554364091626821
275,0.030066048821651287
276,5.0547818046991845e-09
277,1.92449457396588e-05
278,0.00017332114990826862
279,4.81784828647862e-07
280,7.02710674549939e-06
281,3.905344744118849e-06
282,1.5077134591402974e-05
283,0.0008095307890243278
284,3.0480967649902232e-06
285,2.7883445174822214e-06
286,2.625249808647413e-10
287,0.0006361336990339452
288,1.8476283506974076e-09
289,0.0004952252040346956
290,7.694624591063685e-07
291,3.903371330011934e-06
292,5.190046875729089e-07
293,7.571237324497301e-06
294,4.2543525239075835e-08
295,4.6162506006791294e-05
296,1.592842161846821e-07
297,2.6527144214049257e-07
298,8.098534409353547e-07
299,1.258473390204668e-07
300,8.796702549511918e-07
301,3.3088506126911825e-07
302,6.359823543806915e-06
303,7.249215994905383e-07
304,0.008113977681992112
305,0.003978558597139754
306,2.6541252072192105e-08
307,0.00033714932624297845
308,2.0057369945268322e-05
309,0.00030590323080647956
310,6.856676880507488e-07
311,0.00021936464774185597
312,0.00014543414070414517
313,0.0012790596525822497
314,6.267002394671726e-07
315,0.0001807729428142717
316,7.020600332951405e-07
317,0.00010728652424630834
318,1.320946984573014e-07
319,6.288080628994308e-05
320,9.800607704119169e-05
321,0.005105026187809167
322,5.538767601949842e-06
323,3.426832424293404e-06
324,6.559323250636547e-05
325,0.006847482999556669
326,0.0013959356186850494
327,4.038842472196313e-06
328,0.00021523965195005405
329,1.1890000740905536e-06
330,9.137498660982243e-08
331,0.0002204496143164393
332,1.79125475229654e-05
333,0.37530961014522435
334,6.800325640012335e-07
335,6.097150667889261e-06
336,5.22904393529131e-05
337,0.0003562774393726614
338,0.0019457466493964478
339,7.68202250562793e-08
340,0.00027313092533168867
341,1.0754756206467323e-06
342,3.866074874306337e-06
343,0.00021143518610530684
344,2.3899720065091072e-05
345,0.0003557590068854687
346,8.999718958110189e-05
347,0.948890505194722
348,1.0732484980629647e-07
349,5.583749035831412e-06
350,0.0030647329244484624
351,2.5671086547290796e-06
352,1.2222660960408901e-05
353,0.0004132756711262215
354,0.002735627130423822
355,0.04354503952960214
356,2.7546488351653045e-06
357,1.3978326532564008e-07
358,1.2301313637310277e-07
359,9.329378940072938e-05
360,1.7626710812968066e-06
361,0.001360045474610895
362,3.3216594911730754e-05
363,7.4776996490945495e-06
364,7.1616574102163854e-06
365,6.111295028415514e-12
366,2.917643614565509e-10
367,1.1771967270146576e-07
368,7.724065877037936e-06
369,1.617992734467888e-05
370,5.062756699101936e-06
371,3.2515139950840294e-05
372,2.4190250981243042e-08
373,3.7905858849940996e-07
374,4.7349937456031615e-09
375,5.8416709127255446e-06
376,4.5557897637960006e-05
377,9.888462836923418e-05
378,5.735929103680589e-06
