session_id,target
1,6.181927187053571e-05
2,2.5552222723100826e-07
3,1.0762765533537836e-06
4,4.603254057548295e-07
5,0.00010762728003402158
6,3.481947293421302e-05
7,0.00016285700272611193
8,0.0004313087485029301
9,3.481312987667707e-05
10,0.0006570458549317509
11,0.00011353421703113264
12,1.6040784055104494e-05
13,4.536280509183372e-05
14,0.04626307799248299
15,0.0004228429431272784
16,0.00014008967275637378
17,0.00039611854460565673
18,1.1294082035010303e-05
19,0.0002450082328877818
20,7.535877855183209e-06
21,0.005126648570660367
22,1.8267900271970221e-07
23,0.0006012006853413606
24,0.0007949486878039043
25,0.0010701538141136048
26,1.1587142616647036e-06
27,8.059541128815628e-05
28,1.2428474198778676e-07
29,0.008371451387012563
30,0.0018435447131833164
31,0.026737386422578314
32,0.01857865068316396
33,5.7342413389793135e-05
34,7.520347245373334e-06
35,0.03766206651190817
36,2.7559578670904903e-05
37,2.9502285419422052e-08
38,5.568696444619895e-07
39,0.00017301994461035262
40,3.3398581071644334e-06
41,0.0020233422692345184
42,0.002039122096123599
43,7.455611257488094e-05
44,2.1814613715215575e-06
45,0.19720572062348482
46,7.399097248927421e-05
47,5.522695767139973e-05
48,2.464201690196098e-06
49,0.00011058196152638387
50,8.975348782670181e-06
51,2.935370464633751e-07
52,7.904773714371764e-06
53,0.0016980607192619093
54,2.1909150488011365e-05
55,0.002396305983135098
56,0.00010666590429355907
57,2.9535613460787094e-07
58,2.8269608342039924e-06
59,1.861898220757877e-06
60,5.986914712719627e-08
61,1.4300566423580318e-05
62,0.0006218455172208359
63,3.508809328048141e-07
64,0.0017025042671266915
65,1.1490226894844484e-05
66,3.3070654451674855e-06
67,0.00040374957432137964
68,0.0029198249028679455
69,0.007098173705458456
70,2.690398168902112e-05
71,0.0014220602995304078
72,0.00026509817638649896
73,0.021131733366723783
74,1.0025834161980082e-05
75,7.154192410760383e-05
76,4.665423035301383e-05
77,0.0006395204088620936
78,0.00023846817065780652
79,6.8268805430068805e-06
80,1.1287770181341306e-05
81,2.6499211672099436e-05
82,6.106055162576857e-05
83,5.491887351328172e-07
84,0.7921199894505525
85,6.149247529161535e-05
86,7.215091909198021e-06
87,0.0005820361012598399
88,0.0002939689983410048
89,0.0005678886288014668
90,0.02881266043745065
91,2.380278888047354e-05
92,5.373549693643352e-07
93,0.022187581733843463
94,1.2164015825546456e-05
95,0.0006136637856233332
96,1.0308388897424888e-06
97,0.0018844914167437765
98,3.982048778899516e-06
99,2.2426726775622313e-06
100,0.0002859935033966083
101,6.380459028833266e-06
102,0.000560007535407113
103,0.00016384201672880246
